sample_id,json_key,violation_type,detected_violation,level,language,model,model_raw,strategy,violation_match,tp,fp,fn,tn,accuracy,expected_violation_raw,detected_violation_raw,processing_group
dip--qwen2.5-coder32b-temp0-latest--smell_dip_26,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,EASY,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_27,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_28,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,MODERATE,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_29,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,MODERATE,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_30,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,OCP,MODERATE,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,OCP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_31,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,MODERATE,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_32,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,HARD,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_33,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,HARD,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_34,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,HARD,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_35,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,HARD,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_36,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,EASY,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_37,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,EASY,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_38,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,EASY,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_39,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,EASY,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_40,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,MODERATE,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_41,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,MODERATE,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_42,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,MODERATE,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_43,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,SRP,MODERATE,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,SRP,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_44,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,HARD,JAVA,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_45,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,HARD,PYTHON,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_46,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,HARD,KOTLIN,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--qwen2.5-coder32b-temp0-latest--smell_dip_47,dip--qwen2.5-coder32b-temp0-latest--smell,DIP,,HARD,C#,Qwen2.5-Coder-32B,qwen2.5-coder32b-temp0-latest,smell,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_0,dip--codellama70b-temp0-latest--example,DIP,,EASY,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_1,dip--codellama70b-temp0-latest--example,DIP,SRP,EASY,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,SRP,dip
dip--codellama70b-temp0-latest--example_dip_2,dip--codellama70b-temp0-latest--example,DIP,,EASY,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_3,dip--codellama70b-temp0-latest--example,DIP,,EASY,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_4,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_5,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_6,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_7,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_8,dip--codellama70b-temp0-latest--example,DIP,,HARD,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_9,dip--codellama70b-temp0-latest--example,DIP,,HARD,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_10,dip--codellama70b-temp0-latest--example,DIP,,HARD,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_11,dip--codellama70b-temp0-latest--example,DIP,,HARD,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_12,dip--codellama70b-temp0-latest--example,DIP,SRP,EASY,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,SRP,dip
dip--codellama70b-temp0-latest--example_dip_13,dip--codellama70b-temp0-latest--example,DIP,SRP,EASY,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,SRP,dip
dip--codellama70b-temp0-latest--example_dip_14,dip--codellama70b-temp0-latest--example,DIP,,EASY,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_15,dip--codellama70b-temp0-latest--example,DIP,SRP,EASY,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,SRP,dip
dip--codellama70b-temp0-latest--example_dip_16,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_17,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_18,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_19,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_20,dip--codellama70b-temp0-latest--example,DIP,,HARD,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_21,dip--codellama70b-temp0-latest--example,DIP,,HARD,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_22,dip--codellama70b-temp0-latest--example,DIP,,HARD,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_23,dip--codellama70b-temp0-latest--example,DIP,,HARD,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_24,dip--codellama70b-temp0-latest--example,DIP,,EASY,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_25,dip--codellama70b-temp0-latest--example,DIP,NONE,EASY,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,0,1,0,0,DIP,NONE,dip
dip--codellama70b-temp0-latest--example_dip_26,dip--codellama70b-temp0-latest--example,DIP,,EASY,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_27,dip--codellama70b-temp0-latest--example,DIP,,EASY,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_28,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_29,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_30,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_31,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_32,dip--codellama70b-temp0-latest--example,DIP,,HARD,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_33,dip--codellama70b-temp0-latest--example,DIP,,HARD,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_34,dip--codellama70b-temp0-latest--example,DIP,SRP,HARD,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,SRP,dip
dip--codellama70b-temp0-latest--example_dip_35,dip--codellama70b-temp0-latest--example,DIP,SRP,HARD,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,SRP,dip
dip--codellama70b-temp0-latest--example_dip_36,dip--codellama70b-temp0-latest--example,DIP,,EASY,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_37,dip--codellama70b-temp0-latest--example,DIP,,EASY,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_38,dip--codellama70b-temp0-latest--example,DIP,,EASY,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_39,dip--codellama70b-temp0-latest--example,DIP,,EASY,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_40,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_41,dip--codellama70b-temp0-latest--example,DIP,,MODERATE,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_42,dip--codellama70b-temp0-latest--example,DIP,NONE,MODERATE,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,0,1,0,0,DIP,NONE,dip
dip--codellama70b-temp0-latest--example_dip_43,dip--codellama70b-temp0-latest--example,DIP,SRP,MODERATE,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,SRP,dip
dip--codellama70b-temp0-latest--example_dip_44,dip--codellama70b-temp0-latest--example,DIP,,HARD,JAVA,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_45,dip--codellama70b-temp0-latest--example,DIP,,HARD,PYTHON,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_46,dip--codellama70b-temp0-latest--example,DIP,,HARD,KOTLIN,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--codellama70b-temp0-latest--example_dip_47,dip--codellama70b-temp0-latest--example,DIP,,HARD,C#,CodeLlama-70B,codellama70b-temp0-latest,example,False,0,1,0,0,0,DIP,,dip
dip--gpt-4o-mini--example_dip_0,dip--gpt-4o-mini--example,DIP,DIP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,DIP,DIP,dip
dip--gpt-4o-mini--example_dip_1,dip--gpt-4o-mini--example,DIP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_2,dip--gpt-4o-mini--example,DIP,SRP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_3,dip--gpt-4o-mini--example,DIP,SRP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_4,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_5,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_6,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_7,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_8,dip--gpt-4o-mini--example,DIP,OCP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_9,dip--gpt-4o-mini--example,DIP,OCP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_10,dip--gpt-4o-mini--example,DIP,OCP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_11,dip--gpt-4o-mini--example,DIP,OCP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_12,dip--gpt-4o-mini--example,DIP,DIP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,DIP,DIP,dip
dip--gpt-4o-mini--example_dip_13,dip--gpt-4o-mini--example,DIP,SRP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_14,dip--gpt-4o-mini--example,DIP,SRP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_15,dip--gpt-4o-mini--example,DIP,SRP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_16,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_17,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_18,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_19,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_20,dip--gpt-4o-mini--example,DIP,OCP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_21,dip--gpt-4o-mini--example,DIP,OCP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_22,dip--gpt-4o-mini--example,DIP,OCP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_23,dip--gpt-4o-mini--example,DIP,OCP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_24,dip--gpt-4o-mini--example,DIP,NONE,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,0,1,0,0,DIP,NONE,dip
dip--gpt-4o-mini--example_dip_25,dip--gpt-4o-mini--example,DIP,NONE,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,0,1,0,0,DIP,NONE,dip
dip--gpt-4o-mini--example_dip_26,dip--gpt-4o-mini--example,DIP,NONE,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,0,1,0,0,DIP,NONE,dip
dip--gpt-4o-mini--example_dip_27,dip--gpt-4o-mini--example,DIP,DIP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,example,True,1,0,0,0,1,DIP,DIP,dip
dip--gpt-4o-mini--example_dip_28,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_29,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_30,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_31,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_32,dip--gpt-4o-mini--example,DIP,OCP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_33,dip--gpt-4o-mini--example,DIP,OCP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_34,dip--gpt-4o-mini--example,DIP,OCP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_35,dip--gpt-4o-mini--example,DIP,OCP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_36,dip--gpt-4o-mini--example,DIP,OCP,EASY,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_37,dip--gpt-4o-mini--example,DIP,OCP,EASY,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_38,dip--gpt-4o-mini--example,DIP,OCP,EASY,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_39,dip--gpt-4o-mini--example,DIP,OCP,EASY,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_40,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_41,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_42,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_43,dip--gpt-4o-mini--example,DIP,OCP,MODERATE,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,OCP,dip
dip--gpt-4o-mini--example_dip_44,dip--gpt-4o-mini--example,DIP,SRP,HARD,JAVA,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_45,dip--gpt-4o-mini--example,DIP,SRP,HARD,PYTHON,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_46,dip--gpt-4o-mini--example,DIP,SRP,HARD,KOTLIN,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--gpt-4o-mini--example_dip_47,dip--gpt-4o-mini--example,DIP,SRP,HARD,C#,GPT-4o-Mini,gpt-4o-mini,example,False,0,1,0,0,0,DIP,SRP,dip
dip--deepseek33b-temp0-latest--default_dip_0,dip--deepseek33b-temp0-latest--default,DIP,SRP,EASY,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,SRP,dip
dip--deepseek33b-temp0-latest--default_dip_1,dip--deepseek33b-temp0-latest--default,DIP,OCP,EASY,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,OCP,dip
dip--deepseek33b-temp0-latest--default_dip_2,dip--deepseek33b-temp0-latest--default,DIP,SRP,EASY,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,SRP,dip
dip--deepseek33b-temp0-latest--default_dip_3,dip--deepseek33b-temp0-latest--default,DIP,,EASY,C#,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,,dip
dip--deepseek33b-temp0-latest--default_dip_4,dip--deepseek33b-temp0-latest--default,DIP,,MODERATE,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,,dip
dip--deepseek33b-temp0-latest--default_dip_5,dip--deepseek33b-temp0-latest--default,DIP,,MODERATE,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,,dip
dip--deepseek33b-temp0-latest--default_dip_6,dip--deepseek33b-temp0-latest--default,DIP,OCP,MODERATE,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,OCP,dip
dip--deepseek33b-temp0-latest--default_dip_7,dip--deepseek33b-temp0-latest--default,DIP,,MODERATE,C#,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,,dip
dip--deepseek33b-temp0-latest--default_dip_8,dip--deepseek33b-temp0-latest--default,DIP,,HARD,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,,dip
dip--deepseek33b-temp0-latest--default_dip_9,dip--deepseek33b-temp0-latest--default,DIP,OCP,HARD,PYTHON,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,OCP,dip
dip--deepseek33b-temp0-latest--default_dip_10,dip--deepseek33b-temp0-latest--default,DIP,,HARD,KOTLIN,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,,dip
dip--deepseek33b-temp0-latest--default_dip_11,dip--deepseek33b-temp0-latest--default,DIP,,HARD,C#,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,,dip
dip--deepseek33b-temp0-latest--default_dip_12,dip--deepseek33b-temp0-latest--default,DIP,SRP,EASY,JAVA,DeepSeek-33B,deepseek33b-temp0-latest,default,False,0,1,0,0,0,DIP,SRP,dip
